#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime
AM|R8618|28.2043|84.394|747.0|Raspberry Shake Citizen Science Station|2019-11-13T10:20:26|2019-12-22T17:00:34
AM|R8618|28.2043|84.394|747.0|Raspberry Shake Citizen Science Station|2019-12-24T04:24:51|2020-04-23T17:00:26
AM|R8618|28.2043|84.394|747.0|Raspberry Shake Citizen Science Station|2020-05-05T15:21:59|2020-05-29T17:00:38
AM|R8618|28.2043|84.394|747.0|Raspberry Shake Citizen Science Station|2020-07-02T07:07:52|2020-07-24T17:00:47
AM|R9299|28.3545|84.1024|1890.0|Raspberry Shake Citizen Science Station|2020-11-29T09:39:05|2021-01-15T17:00:55
AM|R9299|28.3545|84.1024|1890.0|Raspberry Shake Citizen Science Station|2021-01-18T03:17:45|2021-02-08T17:00:59
AM|R9299|28.3545|84.1024|1890.0|Raspberry Shake Citizen Science Station|2021-02-14T04:16:46|2599-12-31T23:59:59
AM|RA5AB|27.9729|84.2695|315.0|Raspberry Shake Citizen Science Station|2019-04-20T15:07:30|2019-04-22T15:05:39
AM|RA5AB|27.9729|84.2694|350.0|Raspberry Shake Citizen Science Station|2019-04-22T15:05:39|2019-04-23T06:08:33
AM|RA922|27.8591|83.929|383.0|Raspberry Shake Citizen Science Station|2020-11-27T08:15:24|2021-01-24T17:01:05
AM|RA922|27.8591|83.929|383.0|Raspberry Shake Citizen Science Station|2021-02-03T11:09:31|2021-02-03T11:13:17
AM|RA922|27.8594|83.9285|382.0|Raspberry Shake Citizen Science Station|2021-02-03T11:13:17|2021-02-03T12:38:47
AM|RA922|27.8591|83.9289|383.0|Raspberry Shake Citizen Science Station|2021-02-03T12:38:47|2599-12-31T23:59:59
AM|RBB7B|28.4141|83.3851|1136.0|Raspberry Shake Citizen Science Station|2019-04-28T04:04:45|2019-10-27T17:00:14
AM|RBB7B|28.4141|83.3851|1136.0|Raspberry Shake Citizen Science Station|2019-10-31T04:13:12|2020-05-29T17:00:33
AM|RBB7B|28.4141|83.3851|1136.0|Raspberry Shake Citizen Science Station|2020-05-31T07:35:10|2020-06-13T17:00:38
AM|RBB7B|28.4141|83.3851|1136.0|Raspberry Shake Citizen Science Station|2020-06-15T05:42:10|2020-07-17T17:00:30
AM|RBB7B|28.4141|83.3851|1136.0|Raspberry Shake Citizen Science Station|2020-07-19T08:53:52|2020-08-19T17:00:47
AM|RBB7B|28.4141|83.3851|1136.0|Raspberry Shake Citizen Science Station|2020-08-22T11:49:08|2020-08-27T17:00:41
AM|RBB7B|28.4141|83.3851|1136.0|Raspberry Shake Citizen Science Station|2020-08-30T06:46:54|2020-09-12T17:00:51
AM|RBB7B|28.4141|83.3851|1136.0|Raspberry Shake Citizen Science Station|2020-09-13T09:02:43|2020-09-24T17:00:58
AM|RBB7B|28.4141|83.3851|1136.0|Raspberry Shake Citizen Science Station|2020-09-25T06:43:37|2599-12-31T23:59:59
AM|RBE19|28.5891|81.6235|622.0|Raspberry Shake Citizen Science Station|2019-04-26T04:15:24|2019-05-14T22:59:58
AM|RBEF9|28.5999|77.2964|203.0|Raspberry Shake Citizen Science Station|2019-03-01T09:56:24|2019-04-21T20:10:16
AM|RC6D0|28.607|77.294|206.0|Raspberry Shake Citizen Science Station|2019-03-19T10:10:53|2019-04-21T20:10:16
AM|RC951|27.9741|84.2743|343.0|Raspberry Shake Citizen Science Station|2018-11-03T13:24:39|2019-04-25T03:39:38
AM|RC951|27.9418|83.6751|722.0|Raspberry Shake Citizen Science Station|2019-04-25T03:39:38|2019-05-17T17:00:15
AM|RC951|27.9418|83.6751|722.0|Raspberry Shake Citizen Science Station|2019-05-19T07:59:41|2019-06-22T17:00:10
AM|RC951|27.9418|83.6751|722.0|Raspberry Shake Citizen Science Station|2019-06-26T05:10:23|2019-06-30T17:00:13
AM|RC951|27.9418|83.6751|722.0|Raspberry Shake Citizen Science Station|2019-07-03T09:42:26|2019-07-07T17:00:07
AM|RC951|27.9418|83.6751|722.0|Raspberry Shake Citizen Science Station|2019-07-19T04:58:12|2019-07-24T17:00:11
AM|RC951|27.9418|83.6751|722.0|Raspberry Shake Citizen Science Station|2019-07-28T04:59:30|2019-08-03T17:00:13
AM|RC951|27.9418|83.6751|722.0|Raspberry Shake Citizen Science Station|2019-08-09T06:34:17|2019-09-21T17:00:14
AM|RC951|27.9418|83.6751|722.0|Raspberry Shake Citizen Science Station|2019-09-22T01:43:58|2019-10-27T17:00:16
AM|RC951|27.9418|83.6751|722.0|Raspberry Shake Citizen Science Station|2019-10-31T05:29:03|2020-02-22T17:00:23
AM|RC951|27.9418|83.6751|722.0|Raspberry Shake Citizen Science Station|2020-02-23T10:22:26|2020-03-28T17:00:27
AM|RC951|27.9418|83.6751|722.0|Raspberry Shake Citizen Science Station|2020-04-01T18:12:45|2020-05-02T17:00:31
AM|RC951|27.9418|83.6751|722.0|Raspberry Shake Citizen Science Station|2020-05-03T06:53:59|2020-05-11T17:00:46
AM|RC951|27.9418|83.6751|722.0|Raspberry Shake Citizen Science Station|2020-05-14T02:12:20|2020-05-16T17:00:29
AM|RC951|27.9418|83.6751|722.0|Raspberry Shake Citizen Science Station|2020-05-27T06:39:01|2020-06-17T17:00:28
AM|RC951|27.9418|83.6751|722.0|Raspberry Shake Citizen Science Station|2020-07-12T04:36:24|2020-08-06T17:00:43
AM|RC951|27.9418|83.6751|722.0|Raspberry Shake Citizen Science Station|2020-09-15T08:40:46|2020-09-25T17:00:55
AM|RC951|27.9418|83.6751|722.0|Raspberry Shake Citizen Science Station|2020-09-28T04:50:53|2020-10-07T17:00:53
AM|RC951|27.9418|83.6751|722.0|Raspberry Shake Citizen Science Station|2020-10-09T06:53:23|2020-10-12T17:00:56
AM|RC951|27.9418|83.6751|722.0|Raspberry Shake Citizen Science Station|2020-12-18T09:33:46|2020-12-18T09:37:13
AM|RC951|27.9418|83.6752|748.0|Raspberry Shake Citizen Science Station|2020-12-18T09:37:13|2021-01-10T17:00:51
AM|RC951|27.9418|83.6752|748.0|Raspberry Shake Citizen Science Station|2021-01-11T14:21:27|2021-01-15T17:01:02
AM|RC951|27.9418|83.6752|748.0|Raspberry Shake Citizen Science Station|2021-01-16T10:14:10|2021-01-31T17:01:03
AM|RC951|27.9418|83.6752|748.0|Raspberry Shake Citizen Science Station|2021-02-02T04:28:51|2599-12-31T23:59:59
AM|RCCCC|28.0386|82.8788|668.0|Raspberry Shake Citizen Science Station|2019-05-05T12:39:48|2019-08-25T17:00:12
AM|RCCCC|28.0386|82.8788|668.0|Raspberry Shake Citizen Science Station|2019-08-26T04:32:11|2020-02-22T17:00:24
AM|RCCCC|28.0386|82.8788|668.0|Raspberry Shake Citizen Science Station|2020-02-23T06:52:02|2020-03-13T17:00:23
AM|RCCCC|28.0386|82.8788|668.0|Raspberry Shake Citizen Science Station|2020-03-16T04:03:53|2020-03-25T17:00:29
AM|RCCCC|28.0386|82.8788|668.0|Raspberry Shake Citizen Science Station|2020-04-05T14:26:39|2020-04-08T17:00:26
AM|RCCCC|28.0386|82.8788|668.0|Raspberry Shake Citizen Science Station|2020-04-09T02:50:59|2020-04-20T17:00:35
AM|RCCCC|28.0386|82.8788|668.0|Raspberry Shake Citizen Science Station|2020-04-20T19:14:09|2020-06-06T11:01:57
AM|RCCCC|28.0386|82.8788|668.0|Raspberry Shake Citizen Science Station|2020-06-10T04:09:06|2020-07-10T17:00:43
AM|RCCCC|28.0386|82.8788|668.0|Raspberry Shake Citizen Science Station|2020-07-15T08:15:53|2020-08-08T17:00:46
AM|RCCCC|28.0386|82.8788|668.0|Raspberry Shake Citizen Science Station|2020-08-26T05:06:43|2020-11-15T17:01:04
AM|RCCCC|28.0386|82.8788|668.0|Raspberry Shake Citizen Science Station|2020-11-15T21:05:59|2021-01-31T17:01:16
AM|RCCCC|28.039|82.8787|1100.0|Raspberry Shake Citizen Science Station|2021-02-25T10:52:25|2599-12-31T23:59:59
AM|RD14A|27.6801|83.4595|156.0|Raspberry Shake Citizen Science Station|2019-10-25T04:14:19|2021-01-12T17:01:05
AM|RD14A|27.6801|83.4595|156.0|Raspberry Shake Citizen Science Station|2021-01-27T09:17:44|2599-12-31T23:59:59
AM|RD184|27.68|83.4595|156.0|Raspberry Shake Citizen Science Station|2019-05-06T15:45:45|2019-05-31T17:00:09
AM|RD184|27.68|83.4595|156.0|Raspberry Shake Citizen Science Station|2019-06-01T03:57:06|2019-06-03T17:00:08
AM|RD184|27.68|83.4595|156.0|Raspberry Shake Citizen Science Station|2019-06-07T04:31:44|2019-08-22T17:00:15
AM|RD184|27.68|83.4595|156.0|Raspberry Shake Citizen Science Station|2019-10-14T03:07:07|2019-10-17T17:00:20
AM|RD184|27.68|83.4595|156.0|Raspberry Shake Citizen Science Station|2019-11-08T13:54:24|2019-11-11T09:42:18
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2019-04-26T09:50:09|2019-06-07T17:00:14
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2019-06-09T07:22:14|2019-06-23T17:00:08
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2019-06-26T06:00:53|2019-07-04T17:00:08
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2019-07-16T02:27:17|2019-07-18T17:00:11
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2019-07-26T05:01:52|2019-08-16T17:00:09
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2019-08-19T09:01:36|2019-09-28T17:00:15
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2019-09-28T19:20:31|2019-10-18T17:00:10
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2019-10-31T09:19:35|2019-11-14T17:00:19
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2019-11-17T04:53:07|2020-03-22T17:00:27
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2020-03-23T05:05:04|2020-03-27T17:00:24
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2020-04-11T05:43:36|2020-05-10T17:00:39
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2020-05-18T02:48:30|2020-06-15T17:00:37
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2020-06-25T09:27:24|2020-07-04T17:00:51
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2020-07-06T14:22:00|2020-07-16T17:00:42
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2020-07-19T10:38:39|2020-07-29T17:00:44
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2020-09-22T02:13:47|2020-10-14T17:01:02
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2020-12-25T04:24:24|2021-01-15T17:01:15
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2021-01-18T04:27:42|2021-02-17T17:01:30
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2021-02-19T09:20:38|2021-02-28T17:01:11
AM|RD7E6|28.342|83.6118|1790.0|Raspberry Shake Citizen Science Station|2021-03-01T20:44:34|2599-12-31T23:59:59
AM|RDF62|28.7114|80.5827|196.0|Raspberry Shake Citizen Science Station|2018-06-23T07:50:02|2019-05-31T17:00:12
AM|RE93F|28.7835|83.7382|2728.0|Raspberry Shake Citizen Science Station|2019-04-29T05:52:37|2019-07-06T17:00:14
AM|RE93F|28.7835|83.7382|2728.0|Raspberry Shake Citizen Science Station|2019-07-07T05:18:53|2019-09-29T17:00:21
AM|RE93F|28.7835|83.7382|2728.0|Raspberry Shake Citizen Science Station|2019-10-01T07:41:31|2019-12-18T17:00:15
AM|RE93F|28.7835|83.7382|2728.0|Raspberry Shake Citizen Science Station|2020-02-27T07:24:52|2020-03-09T17:00:23
AM|RE93F|28.7835|83.7382|2728.0|Raspberry Shake Citizen Science Station|2020-03-10T05:49:09|2020-03-16T17:00:23
AM|RE93F|28.7835|83.7382|2728.0|Raspberry Shake Citizen Science Station|2020-03-18T09:15:53|2020-04-10T17:00:36
AM|RE93F|28.7835|83.7382|2728.0|Raspberry Shake Citizen Science Station|2020-04-14T08:51:01|2020-05-02T17:00:32
AM|RE93F|28.7835|83.7382|2728.0|Raspberry Shake Citizen Science Station|2020-08-21T16:30:03|2020-10-14T17:01:04
AM|RE93F|28.7835|83.7382|2650.0|Raspberry Shake Citizen Science Station|2020-11-28T11:24:56|2020-12-20T17:00:52
AM|RE93F|28.7835|83.7382|2650.0|Raspberry Shake Citizen Science Station|2020-12-27T11:48:33|2021-01-03T17:01:05
AM|RE93F|28.7835|83.7382|2650.0|Raspberry Shake Citizen Science Station|2021-01-04T11:17:12|2021-01-17T17:01:09
AM|RE93F|28.7835|83.7382|2650.0|Raspberry Shake Citizen Science Station|2021-01-21T17:31:19|2021-01-26T17:00:51
AM|RE93F|28.7835|83.7382|2650.0|Raspberry Shake Citizen Science Station|2021-02-01T09:01:07|2599-12-31T23:59:59
AM|RFCB2|28.6789|82.3033|830.0|Raspberry Shake Citizen Science Station|2020-11-26T02:56:46|2020-12-05T17:00:47
AM|RFCB2|28.6789|82.3033|830.0|Raspberry Shake Citizen Science Station|2020-12-13T05:07:55|2021-02-02T17:01:16
AM|RFCB2|28.6789|82.3033|830.0|Raspberry Shake Citizen Science Station|2021-02-19T10:18:14|2599-12-31T23:59:59
AM|S2D97|28.0684|83.2518|1537.0|Raspberry Shake Citizen Science Station|2019-05-02T11:12:05|2019-07-03T17:00:10
AM|S2D97|28.0684|83.2518|1537.0|Raspberry Shake Citizen Science Station|2019-07-04T11:06:44|2019-07-21T17:00:19
AM|S2D97|28.0684|83.2518|1537.0|Raspberry Shake Citizen Science Station|2019-07-26T09:31:46|2019-08-09T17:00:19
AM|S2D97|28.0684|83.2518|1537.0|Raspberry Shake Citizen Science Station|2019-08-13T10:48:39|2020-05-20T17:00:39
AM|S2D97|28.0684|83.2518|1537.0|Raspberry Shake Citizen Science Station|2020-05-27T06:17:50|2021-02-28T17:01:16
AM|S2D97|28.0684|83.2518|1537.0|Raspberry Shake Citizen Science Station|2021-02-28T23:04:38|2599-12-31T23:59:59
AM|S8618|28.2043|84.394|747.0|Raspberry Shake Citizen Science Station|2019-04-22T11:16:00|2019-07-30T17:00:10
AM|S8618|28.2043|84.394|747.0|Raspberry Shake Citizen Science Station|2019-08-04T05:29:48|2019-09-30T17:00:13
AM|S8618|28.2043|84.394|747.0|Raspberry Shake Citizen Science Station|2019-10-01T09:29:50|2019-11-02T17:00:29
AM|S8618|28.2043|84.394|747.0|Raspberry Shake Citizen Science Station|2019-11-13T10:20:26|2019-12-22T17:00:34
AM|S8618|28.2043|84.394|747.0|Raspberry Shake Citizen Science Station|2019-12-24T04:24:51|2020-04-23T17:00:26
AM|S8618|28.2043|84.394|747.0|Raspberry Shake Citizen Science Station|2020-05-05T15:21:59|2020-05-29T17:00:38
AM|S8618|28.2043|84.394|747.0|Raspberry Shake Citizen Science Station|2020-07-02T07:07:52|2020-07-24T17:00:47
AM|S8618|28.2043|84.394|747.0|Raspberry Shake Citizen Science Station|2020-12-16T09:42:03|2599-12-31T23:59:59
YT|128|34.625|80.325|5101.0|Kunlun montains region -Tibet, China|2001-07-09T09:00:00|2001-11-07T10:00:00
YT|129|33.7337|80.3855|4506.0|Domar Kunlun montains region -Tibet, China|2001-07-05T00:00:00|2001-11-07T10:00:00
YT|130|33.5965|80.322|4515.0|Kunlun montains region -Tibet, China|2001-07-05T05:00:00|2001-11-04T04:30:00
YT|131|33.5692|80.1267|4385.0|Kunlun montains region -Tibet, China|2001-07-05T00:00:00|2001-11-04T03:00:00
YT|132|33.4769|79.8967|4321.0|Lake PangongKunlun montains region -Tibet, China|2001-07-05T00:00:00|2001-11-04T07:10:00
YT|133|33.3996|79.7304|4289.0|Kunlun montains region -Tibet, China|2001-07-07T00:00:00|2001-10-08T02:00:00
YT|134|33.2522|79.752|4345.0|Kunlun montains region -Tibet, China|2001-08-21T02:40:00|2001-11-04T08:00:00
YT|135|33.1218|79.8397|4337.0|Kunlun montains region -Tibet, China|2001-08-21T04:40:00|2001-11-04T10:30:00
YT|136|33.0491|79.8286|4420.0|Kunlun montains region -Tibet, China|2001-07-07T00:00:00|2001-11-04T08:00:00
YT|137|32.93|79.805|4431.0|Kunlun montains region -Tibet, China|2001-07-07T00:00:00|2001-11-04T10:10:00
YT|138|32.7697|79.7969|4612.0|Kunlun montains region -Tibet, China|2001-07-06T00:00:00|2001-11-07T04:00:00
YT|139|32.726|79.867|4825.0|Kunlun montains region -Tibet, China|2001-07-06T06:00:00|2001-11-06T10:00:00
YT|140|32.6119|80.0014|4538.0|Kunlun montains region -Tibet, China|2001-07-06T00:00:00|2001-11-05T06:00:00
YT|141|32.4888|80.0898|4251.0|Ali Kunlun montains region -Tibet, China|2001-07-06T09:00:00|2001-11-05T10:00:00
YT|199|33.957|80.478|4675.0|Kunlun montains region -Tibet, China|2001-07-09T02:00:00|2001-11-07T10:00:00
ZO|BJ01|29.5969|80.8672|1257.0|Bijgada, 99215, Nepal|2014-12-01T00:00:00|2016-10-03T23:59:59
ZO|CH06|29.5458|81.2012|1373.0|Chainpur, 99215, Nepal|2014-12-02T00:00:00|2016-10-03T23:59:59
ZO|DE02|29.4625|80.9015|1017.0|Deura, 99215, Nepal|2014-11-27T00:00:00|2016-10-03T23:59:59
ZO|DK13|28.8648|81.7296|1496.0|Dailekh, 99215, Nepal|2014-11-16T00:00:00|2016-09-25T23:59:59
ZO|DU12|28.8789|81.6051|1372.0|Dullu, 99215, Nepal|2014-11-18T00:00:00|2016-09-27T23:59:59
ZO|GH25|29.5199|82.1502|2629.0|Ghamgadi, 99215, Nepal|2014-11-26T00:00:00|2016-10-02T23:59:59
ZO|JL27|29.2778|82.1926|2390.0|Jumla, 99215, Nepal|2014-11-29T00:00:00|2016-10-03T23:59:59
ZO|KS11|28.9715|81.6236|1863.0|Kusapani, 99215, Nepal|2014-11-19T00:00:00|2016-07-07T23:59:59
ZO|MA10|29.452|81.4749|1696.0|Martadi, 99215, Nepal|2014-12-07T00:00:00|2016-10-05T23:59:59
ZO|ML04|29.5016|81.0848|1143.0|Matela, 99215, Nepal|2014-11-26T00:00:00|2016-10-03T23:59:59
ZO|NU14|28.9113|81.8058|1270.0|Naumule, 99215, Nepal|2014-11-16T00:00:00|2016-09-26T23:59:59
ZO|SJ26|29.4088|82.0238|2473.0|Sinja, 99215, Nepal|2014-11-25T00:00:00|2016-10-01T23:59:59
ZO|SM15|29.9711|81.8111|3226.0|Simikot, 99215, Nepal|2015-04-24T00:00:00|2016-10-22T23:59:59
ZO|TK08|29.6152|81.2895|1895.0|Talkot, 99215, Nepal|2014-11-24T00:00:00|2016-10-01T23:59:59
ZO|WA07|29.604|81.1496|1886.0|Wariana, 99215, Nepal|2014-11-29T00:00:00|2016-10-02T23:59:59
